id,production_companies,Movie_profit
207703,Cloudy Productions,322802136.0
314365,Participant Media,68346473.0
314365,Open Road Films,68346473.0
314365,Anonymous Content,68346473.0
314365,Rocklin / Faust,68346473.0
314365,Entertainment One Features,68346473.0
294254,Gotham Group,250256926.0
294254,Temple Hill Entertainment,250256926.0
294254,TSG Entertainment,250256926.0
198184,Columbia Pictures,53069268.0
198184,Media Rights Capital,53069268.0
198184,Sony Pictures Entertainment (SPE),53069268.0
198184,Alpha Core,53069268.0
198184,Genre Films,53069268.0
254470,Universal Pictures,258506194.0
254470,Gold Circle Films,258506194.0
254470,Brownstone Productions,258506194.0
296098,DreamWorks SKG,122610473.0
296098,Amblin Entertainment,122610473.0
296098,Studio Babelsberg,122610473.0
296098,Fox 2000 Pictures,122610473.0
296098,Marc Platt Productions,122610473.0
257445,Columbia Pictures,92170815.0
257445,Original Film,92170815.0
257445,Scholastic Entertainment,92170815.0
264644,Element Pictures,29401758.0
264644,No Trace Camping,29401758.0
264644,A24,29401758.0
264644,Duperele Films,29401758.0
105864,Walt Disney Pictures,156926147.0
105864,Pixar Animation Studios,156926147.0
105864,Buena Vista,156926147.0
241554,Vertigo Entertainment,21561644.0
241554,Energy Entertainment,21561644.0
241554,RatPac-Dune Entertainment,21561644.0
167073,Wildgaze Films,51076141.0
167073,Irish Film Board,51076141.0
167073,Item 7,51076141.0
167073,Parallel Film Productions,51076141.0
277216,New Line Cinema,173634991.0
277216,Universal Pictures,173634991.0
277216,Legendary Pictures,173634991.0
277216,Cube Vision,173634991.0
277216,Broken Chair Flickz,173634991.0
274854,Summit Entertainment,50396650.0
274854,Atmosphere Entertainment MM,50396650.0
274854,One Race Films,50396650.0
274854,Goldmann Pictures,50396650.0
274854,NeoReel,50396650.0
321697,Universal Pictures,4441873.0
321697,Scott Rudin Productions,4441873.0
321697,Legendary Pictures,4441873.0
321697,The Mark Gordon Company,4441873.0
321697,Management 360,4441873.0
203801,Davis Entertainment,33145109.0
203801,Warner Bros.,33145109.0
203801,Wigram Productions,33145109.0
203801,RatPac-Dune Entertainment,33145109.0
293863,Lakeshore Entertainment,17629776.0
293863,Sidney Kimmel Entertainment,17629776.0
293863,Sierra/Affinity,17629776.0
325348,Bazelevs Production,4333790.0
325348,Versus Pictures,4333790.0
228161,Twentieth Century Fox Film Corporation,233871007.0
228161,DreamWorks Animation,233871007.0
286565,Fox 2000 Pictures,73512300.0
254320,Haut et Court,5064511.0
254320,Eurimages,5064511.0
254320,Lemming Film,5064511.0
254320,Element Pictures,5064511.0
254320,Nederlands Fonds voor de Film,5064511.0
258480,Killer Films,28472135.0
258480,Film4,28472135.0
258480,Number 9 Films,28472135.0
257211,Waverly Films,159564672.0
257211,Warner Bros.,159564672.0
253412,Universal Pictures,148427584.0
253412,Working Title Films,148427584.0
253412,Walden Media,148427584.0
253412,Cross Creek Pictures,148427584.0
253412,Free State Pictures,148427584.0
274479,Fox 2000 Pictures,41134059.0
274479,Davis Entertainment,41134059.0
274479,Annapurna Pictures,41134059.0
274479,TSG Entertainment,41134059.0
257088,Studio Babelsberg,28718711.0
257088,Alcon Entertainment,28718711.0
257088,DMG Entertainment,28718711.0
257088,Ehman Productions,28718711.0
295964,Double Feature Films,16606743.0
295964,PeaPie Films,16606743.0
295964,3 Arts Entertainment,16606743.0
238615,Endgame Entertainment,4523226.0
238615,Ram Bergman Productions,4523226.0
210860,Lionsgate,-29581440.0
210860,Mad Chance,-29581440.0
210860,OddLot Entertainment,-29581440.0
210860,Huayi Brothers Media,-29581440.0
306819,Pretty Pictures,49191523.0
306819,Working Title Films,49191523.0
306819,ArtÃ©mis Productions,49191523.0
306819,Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique,49191523.0
306819,Taxshelter. be,49191523.0
201088,Universal Pictures,-52247060.0
201088,Forward Pass,-52247060.0
201088,Legendary Pictures,-52247060.0
273481,Lionsgate,54025816.0
273481,Thunder Road Pictures,54025816.0
273481,Black Label Media,54025816.0
166424,Twentieth Century Fox Film Corporation,47977595.0
166424,Marv Films,47977595.0
166424,Marvel Entertainment,47977595.0
166424,Constantin Film.,47977595.0
166424,Moving Picture Company (MPC),47977595.0
310131,Parts and Labor,36923945.0
310131,RT Features,36923945.0
310131,Rooks Nest Entertainment,36923945.0
310131,Maiden Voyage Pictures,36923945.0
310131,Pulse Films,36923945.0
238713,Twentieth Century Fox Film Corporation,170666219.0
238713,Chernin Entertainment,170666219.0
238713,Feigco Entertainment,170666219.0
256591,Kramer & Sigman Films,103862963.0
256591,RatPac-Dune Entertainment,103862963.0
256591,Zaftig Films,103862963.0
249070,Twentieth Century Fox Film Corporation,47347656.0
249070,Fox International Productions,47347656.0
249070,Infinite Frameworks Studios,47347656.0
249070,TSG Entertainment,47347656.0
205775,Imagine Entertainment,-6179242.0
205775,Spring Creek Productions,-6179242.0
205775,Warner Bros.,-6179242.0
205775,Roth Films,-6179242.0
205775,K. JAM Media,-6179242.0
312221,New Line Cinema,102935567.0
312221,Warner Bros.,102935567.0
312221,Metro-Goldwyn-Mayer (MGM),102935567.0
312221,Chartoff-Winkler Productions,102935567.0
271718,Universal Pictures,105795793.0
271718,Fuji Television Network,105795793.0
271718,Dentsu,105795793.0
271718,Apatow Productions,105795793.0
333352,Entertainment One,19848185.0
333352,Moonlighting Films,19848185.0
333352,Raindog Films,19848185.0
276907,Working Title Films,17972994.0
276907,Cross Creek Pictures,17972994.0
276907,Anton Capital Entertainment (ACE),17972994.0
266647,Warner Bros.,-21611680.0
266647,Moving Picture Company (MPC),-21611680.0
266647,Berlanti Productions,-21611680.0
266647,RatPac-Dune Entertainment,-21611680.0
227973,Blue Sky Studios,147233113.0
227973,Twentieth Century Fox Animation,147233113.0
227973,Feigco Entertainment,147233113.0
321741,Village Roadshow Pictures,13623572.0
321741,Scott Free Productions,13623572.0
321741,LStar Capital,13623572.0
321741,The Cantillon Company,13623572.0
321741,The Shuman Company,13623572.0
296100,Sony Pictures,27395996.0
296100,Point Grey Pictures,27395996.0
296100,Good Universe,27395996.0
263472,Universum Film (UFA),2714043.0
263472,Dragonfly Entertainment,2714043.0
263472,Black Bear Pictures,2714043.0
263472,Square One Entertainment,2714043.0
263472,Sobras International Pictures,2714043.0
228205,Fox 2000 Pictures,29013281.0
228205,Temple Hill Entertainment,29013281.0
159824,Columbia Pictures,386183544.0
159824,Sony Pictures Animation,386183544.0
333348,Imagine Entertainment,7000000.0
333348,Groundswell Productions,7000000.0
333348,CBS Films,7000000.0
285783,TriStar Pictures,26181942.0
285783,Sony Pictures Entertainment,26181942.0
285783,ImageMovers,26181942.0
290764,Temple Hill Entertainment,-9136685.0
290764,Senator Film,-9136685.0
290764,Freerunning,-9136685.0
290764,Melbarken,-9136685.0
290764,Saban Films,-9136685.0
296099,New Line Cinema,73384188.0
296099,BenderSpink,73384188.0
296099,David Dobkin Productions,73384188.0
243688,Ghost House Pictures,60437994.0
243688,Vertigo Entertainment,60437994.0
243688,Metro-Goldwyn-Mayer (MGM),60437994.0
243688,TSG Entertainment,60437994.0
287424,Lionsgate,-3812888.0
287424,Grindstone Entertainment Group,-3812888.0
287424,Silver Reel,-3812888.0
287424,Sly Predator,-3812888.0
287424,Matt Baer Films,-3812888.0
181283,Summit Entertainment,-46675670.0
181283,Scott Free Productions,-46675670.0
181283,Worldview Entertainment,-46675670.0
328425,Blumhouse Productions,53978653.0
328425,Blue-Tongue Films,53978653.0
328425,STX Entertainment,53978653.0
328425,Ahimsa Films,53978653.0
274167,Paramount Pictures,190360392.0
274167,Gary Sanchez Productions,190360392.0
274167,Good Universe,190360392.0
274167,Red Granite Pictures,190360392.0
309809,Onyx Films,33571250.0
309809,Orange Studios,33571250.0
309809,CityMation,33571250.0
309809,On Entertainment,33571250.0
309809,Zippcast Films,33571250.0
298382,Amazon Studios,6410000.0
298382,Film Art Media,6410000.0
298382,Apollo Media,6410000.0
272693,Wonderland Sound and Vision,35028634.0
272693,CBS Films,35028634.0
272693,Vast Entertainment,35028634.0
283445,Alliance Films,42882018.0
283445,Blumhouse Productions,42882018.0
283445,IM Global,42882018.0
283445,Automatik Entertainment,42882018.0
283445,Entertainment One,42882018.0
256961,Columbia Pictures,77597242.0
256961,Happy Madison Productions,77597242.0
256961,Sony Pictures Releasing,77597242.0
256961,Sony Pictures Home Entertainment,77597242.0
256961,Sony Pictures Entertainment (SPE),77597242.0
241251,Universal Pictures,46163103.0
241251,Nuyorican Productions,46163103.0
241251,Blumhouse Productions,46163103.0
241251,Smart Entertainment,46163103.0
188222,Warner Bros.,19263404.0
188222,Closest to the Hole Productions,19263404.0
252838,Miramax Films,56799880.0
252838,Screen Gems,56799880.0
252838,LStar Capital,56799880.0
273477,Paramount Pictures,-139234.0
273477,Oops Doughnuts Productions,-139234.0
273477,Broken Road Productions,-139234.0
273477,Brucks Entertainment,-139234.0
298312,Blumhouse Productions,93450062.0
298312,Blinding Edge Pictures,93450062.0
261023,Infinitum Nihil,46775678.0
261023,Head Gear Films,46775678.0
261023,Cross Creek Pictures,46775678.0
261023,Free State Pictures,46775678.0
261023,RatPac-Dune Entertainment,46775678.0
336004,Emmett/Furla Films,-8849864.0
336004,Silver Plane Films,-8849864.0
336004,Mass Hysteria Entertainment,-8849864.0
336004,Tri Vision Pictures,-8849864.0
287903,Universal Pictures,46548707.0
287903,Legendary Pictures,46548707.0
182560,Denver and Delilah Productions,-19791412.0
182560,Mandalay Vision,-19791412.0
182560,Exclusive Media Group,-19791412.0
182560,Hugo Productions,-19791412.0
182560,Cuatro Plus Films,-19791412.0
192141,Bold Films,49418872.0
192141,Living Films,49418872.0
192141,Brothers Dowdle Productions,49418872.0
308639,Forest Whitaker's Significant Productions,17286781.0
308639,Revolt Films,17286781.0
308639,IamOTHER Entertainment,17286781.0
261392,Concorde Filmverleih,208085.0
261392,Likely Story,208085.0
261392,FilmNation Entertainment,208085.0
261392,Circle of Confusion,208085.0
261392,The Bridge Finance Company,208085.0
304357,BBC Films,50619773.0
304357,Origin Pictures,50619773.0
266294,Little Stranger,75011053.0
227719,Paramount Pictures,20248241.0
227719,MTV Films,20248241.0
227719,Platinum Dunes,20248241.0
227719,Insurge Pictures,20248241.0
287948,EuropaCorp,47629670.0
201085,Legendary Pictures,19679822.0
264999,Warner Bros.,107613057.0
264999,Iron Horse Entertainment (II),107613057.0
146301,Paramount Pictures,68099553.0
146301,Blumhouse Productions,68099553.0
294016,Groundswell Productions,-6764339.0
294016,Inimitable Pictures,-6764339.0
294016,ShivHans Pictures,-6764339.0
290751,Ingenious Media,12689727.0
290751,Gran Via Productions,12689727.0
290751,IM Global,12689727.0
290751,Route One Films,12689727.0
228165,Paramount Pictures,237594032.0
228165,Nickelodeon Movies,237594032.0
228165,Nickelodeon Animation Studios,237594032.0
228165,United Plankton Pictures,237594032.0
228165,Disruption Entertainment,237594032.0
272878,Sunswept Entertainment,23967255.0
272878,Warner Bros.,23967255.0
272878,Metro-Goldwyn-Mayer (MGM),23967255.0
266396,StudioCanal,-29335251.0
266396,Silver Pictures,-29335251.0
266396,TF1 Films Production,-29335251.0
266396,Canal+,-29335251.0
266396,Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),-29335251.0
277685,Bazelevs Production,61882090.0
277685,Blumhouse Productions,61882090.0
268920,New Line Cinema,16680201.0
268920,Warner Bros.,16680201.0
268920,Metro-Goldwyn-Mayer (MGM),16680201.0
268920,Pacific Standard,16680201.0
280092,Sony Pictures,94303851.0
328589,BBC Films,35387687.0
328589,TriStar Productions,35387687.0
228066,Twentieth Century Fox Film Corporation,-5772702.0
228066,Davis Entertainment,-5772702.0
228066,Moving Picture Company (MPC),-5772702.0
228066,TSG Entertainment,-5772702.0
291270,Starburns Industries,-4240714.0
250124,Caviar Films,-522998.0
250124,Cold Iron Pictures,-522998.0
250124,Archer Gray,-522998.0
282984,Sony Pictures,16391084.0
282984,Gravier Productions,16391084.0
275601,Columbia TriStar,23325328.0
275601,Clinica Estetico,23325328.0
275601,LStar Capital,23325328.0
304372,Screen Gems,48273173.0
252512,Scott Rudin Productions,-2412515.0
252512,A24,-2412515.0
257091,Gary Sanchez Productions,66511453.0
257091,Warner Bros.,66511453.0
293646,Alcon Entertainment,-97277.0
293646,Phoenix Pictures,-97277.0
293646,Fabula,-97277.0
293646,Half Circle,-97277.0
245168,Ruby Films,2002420.0
245168,PathÃ©,2002420.0
245168,Film4,2002420.0
301351,Working Title Films,5122090.0
268238,Participant Media,75978266.0
268238,Fox Searchlight,75978266.0
268238,Blueprint Pictures,75978266.0
256962,Metanoia Films,-13579681.0
222936,Columbia Pictures,-10749980.0
222936,Vinyl Films,-10749980.0
222936,Regency Enterprises,-10749980.0
222936,Sony Pictures Entertainment (SPE),-10749980.0
222936,RatPac Entertainment,-10749980.0
10317,Participant Media,-20997739.0
10317,Smokehouse Pictures,-20997739.0
306745,Double Feature Films,-6426665.0
306745,Endgame Entertainment,-6426665.0
306745,High Frequency Entertainment,-6426665.0
292431,Wild Bunch,-2304731.0
292431,Les CinÃ©mas de la Zone,-2304731.0
292431,Rectangle Productions,-2304731.0
292431,Scope Pictures,-2304731.0
292431,RT Features,-2304731.0
300693,Echo Lake Entertainment,-7058446.0
300693,RatPac Entertainment,-7058446.0
300693,Mythology Entertainment (II),-7058446.0
256924,Big Indie Pictures,835752.0
256924,ShivHans Pictures,835752.0
253414,Shangri-La Entertainment,-11979336.0
253414,QED International,-11979336.0
253414,Dune Films,-11979336.0
253414,Venture Forth,-11979336.0
320588,Red Crown Productions,13444999.0
320588,Haven Entertainment,13444999.0
157544,Lakeshore Entertainment,-11215237.0
157544,Lionsgate,-11215237.0
157544,H2F Entertainment,-11215237.0
157544,Pantelion Films,-11215237.0
283235,Imagenation Abu Dhabi FZ,-6588073.0
283235,Hyde Park Entertainment,-6588073.0
283235,Broad Green Pictures,-6588073.0
283235,Noruz Films,-6588073.0
243938,Paramount Pictures,-1685349.0
243938,Metro-Goldwyn-Mayer (MGM),-1685349.0
254905,Worldview Entertainment,-3856899.0
232572,Wildwood Enterprises,27991087.0
232572,Route One Films,27991087.0
243940,Lionsgate,60810728.0
243940,Blumhouse Productions,60810728.0
243940,Chapter One Films,60810728.0
239573,Studio Babelsberg,-20568747.0
239573,Regency Enterprises,-20568747.0
239573,Escape Artists,-20568747.0
239573,New Regency Pictures,-20568747.0
167810,Bold Films,-1954569.0
167810,Marc Platt Productions,-1954569.0
167810,Phantasma,-1954569.0
299245,New Line Cinema,42564410.0
299245,Blumhouse Productions,42564410.0
299245,Management 360,42564410.0
299245,Tremendum Pictures,42564410.0
314385,Plan B Entertainment,-6665073.0
314385,Jolie Pas,-6665073.0
314385,Pellikola,-6665073.0
253331,Treehouse Pictures,12571189.0
297806,Bron Studios,-11353212.0
297806,RatPac Entertainment,-11353212.0
266639,Universal Pictures,-2666316.0
266639,Blumhouse Productions,-2666316.0
266639,Hasbro Studios,-2666316.0
266639,Allspark Pictures,-2666316.0
283587,Participant Media,-5909223.0
283587,Focus Features,-5909223.0
283587,Red Crown Productions,-5909223.0
234212,Icon Entertainment International,387000.0
234212,Dimension Films,387000.0
234212,First Point Entertainment,387000.0
234212,IM Global,387000.0
308638,Ealing Studios,323793.0
308638,Electric Dynamite,323793.0
308638,Rip Cord Productions,323793.0
308638,Londinium Films,323793.0
245846,Worldview Entertainment,-9982528.0
331190,Itaca Films,801508.0
331190,BN Films,801508.0
331190,Brightside Entertainment,801508.0
331190,1019 Entertainment,801508.0
331190,Yoruba Saxon Productions,801508.0
343795,Emmett/Furla Films,-157301.0
343795,Giving Films,-157301.0
309304,Depth of Field,6487452.0
309304,1821 Pictures,6487452.0
323272,Provident Films,64790117.0
323272,Affirm Films,64790117.0
323272,Kendrick Brothers Productions,64790117.0
273899,Centropolis Entertainment,-13312326.0
273899,Mel's Cite du Cinema,-13312326.0
157336,Paramount Pictures,456752480.0
157336,Legendary Pictures,456752480.0
157336,Warner Bros.,456752480.0
157336,Syncopy,456752480.0
157336,Lynda Obst Productions,456752480.0
118340,Marvel Studios,603312399.0
118340,Moving Picture Company (MPC),603312399.0
118340,Bulletproof Cupid,603312399.0
118340,Revolution Sun Studios,603312399.0
100402,Marvel Studios,544766572.0
245891,Thunder Road Pictures,58739897.0
245891,Warner Bros.,58739897.0
245891,87Eleven,58739897.0
245891,DefyNite Films,58739897.0
245891,MJW Films,58739897.0
131631,Lionsgate,627100229.0
131631,Color Force,627100229.0
122917,WingNut Films,705119788.0
122917,New Line Cinema,705119788.0
122917,3Foot7,705119788.0
122917,Metro-Goldwyn-Mayer (MGM),705119788.0
177572,Walt Disney Pictures,487105443.0
177572,Walt Disney Animation Studios,487105443.0
205596,Black Bear Pictures,219555708.0
205596,Bristol Automotive,219555708.0
198663,Ingenious Media,314319861.0
198663,Twentieth Century Fox Film Corporation,314319861.0
198663,Gotham Group,314319861.0
198663,Dayday Films,314319861.0
198663,Temple Hill Entertainment,314319861.0
194662,Worldview Entertainment,85215094.0
194662,New Regency Pictures,85215094.0
194662,TSG Entertainment,85215094.0
194662,Le Grisbi Productions,85215094.0
194662,M Productions,85215094.0
210577,Twentieth Century Fox Film Corporation,308330363.0
210577,Regency Enterprises,308330363.0
210577,New Regency Pictures,308330363.0
210577,Pacific Standard,308330363.0
210577,TSG Entertainment,308330363.0
228150,Columbia Pictures,143817906.0
228150,QED International,143817906.0
228150,Crave Films,143817906.0
228150,LStar Capital,143817906.0
228150,Huayi Brothers Media,143817906.0
181533,Twentieth Century Fox Film Corporation,222424282.0
181533,1492 Pictures,222424282.0
181533,21 Laps Entertainment,222424282.0
181533,Moving Picture Company (MPC),222424282.0
181533,TSG Entertainment,222424282.0
157350,Summit Entertainment,203747895.0
157350,Red Wagon Entertainment,203747895.0
127585,Twentieth Century Fox Film Corporation,496000000.0
127585,Donners' Company,496000000.0
127585,Marvel Entertainment,496000000.0
127585,Bad Hat Harry Productions,496000000.0
127585,TSG Entertainment,496000000.0
240832,Universal Pictures,423360063.0
240832,TF1 Films Production,423360063.0
240832,Canal+,423360063.0
240832,EuropaCorp,423360063.0
240832,CinÃ©+,423360063.0
98566,Paramount Pictures,352200000.0
98566,Nickelodeon Movies,352200000.0
98566,Platinum Dunes,352200000.0
225886,Escape Artists,86069509.0
225886,Media Rights Capital,86069509.0
225886,Sony Pictures Entertainment (SPE),86069509.0
225886,LStar Capital,86069509.0
242582,Bold Films,30197217.0
242582,Sierra / Affinity,30197217.0
91314,Paramount Pictures,35500000.0
91314,Amblin Entertainment,35500000.0
91314,Di Bonaventura Pictures,35500000.0
91314,Platinum Dunes,35500000.0
91314,Hasbro,35500000.0
120467,Fox Searchlight Pictures,144600318.0
120467,Scott Rudin Productions,144600318.0
120467,Studio Babelsberg,144600318.0
120467,Indian Paintbrush,144600318.0
120467,TSG Entertainment,144600318.0
244786,Bold Films,10693093.0
244786,Blumhouse Productions,10693093.0
244786,Right of Way Films,10693093.0
119450,Ingenious Media,538200000.0
119450,Chernin Entertainment,538200000.0
119450,TSG Entertainment,538200000.0
156022,Columbia Pictures,137330738.0
156022,Village Roadshow Pictures,137330738.0
156022,Escape Artists,137330738.0
156022,Mace Neufeld Productions,137330738.0
156022,LStar Capital,137330738.0
227159,New Line Cinema,64645357.0
227159,BenderSpink,64645357.0
227159,RatPac Entertainment,64645357.0
102382,Columbia Pictures,505717432.0
102382,Marvel Enterprises,505717432.0
102382,Avi Arad Productions,505717432.0
102382,Matt Tolmach Productions,505717432.0
137113,Village Roadshow Pictures,192541256.0
137113,Warner Bros.,192541256.0
137113,Viz Media,192541256.0
137113,Province of British Columbia Production Services Tax Credit,192541256.0
137113,3 Arts Entertainment,192541256.0
228967,Columbia TriStar,-32694825.0
190859,Village Roadshow Pictures,483507423.0
190859,Malpaso Productions,483507423.0
190859,Warner Bros.,483507423.0
190859,RatPac-Dune Entertainment,483507423.0
190859,Mad Chance Productions,483507423.0
147441,Scott Free Productions,128031828.0
147441,Chernin Entertainment,128031828.0
147441,Babieka,128031828.0
147441,Volcano Films,128031828.0
124905,Toho Company,369076069.0
124905,Legendary Pictures,369076069.0
124905,Warner Bros.,369076069.0
124905,Disruption Entertainment,369076069.0
124905,RatPac-Dune Entertainment,369076069.0
102651,Walt Disney Pictures,578410378.0
102651,Roth Films,578410378.0
254904,Irish Dreamtime,17556119.0
254904,Relativity Media,17556119.0
254904,SPD Films,17556119.0
242512,Universal Pictures,97529779.0
242512,Platinum Dunes,97529779.0
242512,Media Rights Capital,97529779.0
242512,Hasbro,97529779.0
242512,Blumhouse Productions,97529779.0
82702,DreamWorks Animation,464123048.0
82702,Mad Hatter Entertainment,464123048.0
270303,Northern Lights Films,11500000.0
270303,Animal Kingdom,11500000.0
270303,Two Flints,11500000.0
138103,Davis-Films,116172544.0
138103,Nu Image Films,116172544.0
138103,LionsGate,116172544.0
138103,Millennium Films,116172544.0
138103,Ex3 Productions,116172544.0
137106,Village Roadshow Pictures,409160692.0
137106,DC Comics,409160692.0
137106,Vertigo Entertainment,409160692.0
137106,Lin Pictures,409160692.0
137106,Warner Bros. Animation,409160692.0
68737,Legendary Pictures,19178613.0
68737,Thunder Road Pictures,19178613.0
68737,Outlaw Sinema,19178613.0
68737,Moving Picture Company (MPC),19178613.0
68737,Pendle Mountain Productions,19178613.0
266856,Working Title Films,106201940.0
193893,Twentieth Century Fox Film Corporation,119621271.0
193893,WideAwake,119621271.0
193893,Genre Films,119621271.0
49017,Universal Pictures,145529201.0
49017,Legendary Pictures,145529201.0
49017,Fuji Television Network,145529201.0
49017,Dentsu,145529201.0
49017,Michael De Luca Productions,145529201.0
270946,DreamWorks Animation,241552094.0
224141,Walt Disney Pictures,162902372.0
224141,Marc Platt Productions,162902372.0
224141,Lucamar Productions,162902372.0
53182,Legendary Pictures,227580051.0
53182,Hollywood Gang Productions,227580051.0
53182,Atmosphere Entertainment MM,227580051.0
53182,Warner Bros.,227580051.0
53182,Nimar Studios,227580051.0
227156,The Weinstein Company,41980456.0
227156,Walden Media,41980456.0
227156,Tonik Productions,41980456.0
227156,Asis Productions,41980456.0
187017,Columbia Pictures,138441614.0
187017,Original Film,138441614.0
187017,Media Rights Capital,138441614.0
187017,Metro-Goldwyn-Mayer (MGM),138441614.0
187017,Cannell Studios,138441614.0
169917,Double Feature Films,25181600.0
169917,Jersey Films,25181600.0
169917,1984 Private Defense Contractors,25181600.0
169917,Cross Creek Pictures,25181600.0
169917,Exclusive Media Group,25181600.0
116149,The Weinstein Company,204207227.0
116149,StudioCanal,204207227.0
116149,TF1 Films Production,204207227.0
116149,Canal+,204207227.0
116149,Heyday Films,204207227.0
284276,Echo Films,-4639719.0
284276,We're Not Brothers Productions,-4639719.0
284276,Cinelou Films,-4639719.0
212778,Open Road Films,34967935.0
212778,Aldamisa Entertainment,34967935.0
212778,Kilburn Media,34967935.0
212778,Fetisov Teterin Films,34967935.0
238636,Universal Pictures,99782847.0
238636,Why Not Productions,99782847.0
238636,Platinum Dunes,99782847.0
238636,Blumhouse Productions,99782847.0
238636,5150 Action,99782847.0
218043,Stoney Lake Entertainment,3682924.0
85350,Detour Filmproduction,40349000.0
85350,IFC Productions,40349000.0
241239,Participant Media,-7992930.0
241239,Imagenation Abu Dhabi FZ,-7992930.0
241239,FilmNation Entertainment,-7992930.0
241239,Before the Door Pictures,-7992930.0
241239,Washington Square Films,-7992930.0
184315,Paramount Pictures,143400000.0
184315,Metro-Goldwyn-Mayer (MGM),143400000.0
184315,Radical Studios,143400000.0
184315,Flynn Picture Company,143400000.0
86834,Paramount Pictures,237637473.0
86834,Regency Enterprises,237637473.0
86834,Protozoa Pictures,237637473.0
86834,Disruption Entertainment,237637473.0
205587,Village Roadshow Pictures,33719388.0
205587,Warner Bros.,33719388.0
205587,Big Kid Pictures,33719388.0
205587,Team Downey,33719388.0
232672,Happy Madison Productions,83494610.0
232672,Karz Entertainment,83494610.0
232672,Warner Bros.,83494610.0
232672,Gulfstream Pictures,83494610.0
195589,Universal Pictures,250157400.0
195589,Point Grey Pictures,250157400.0
195589,Good Universe,250157400.0
249164,New Line Cinema,67874843.0
249164,Metro-Goldwyn-Mayer (MGM),67874843.0
243683,Summit Entertainment,41165646.0
243683,Offspring Entertainment,41165646.0
222935,Fox 2000 Pictures,293151265.0
222935,Temple Hill Entertainment,293151265.0
