director,id,profit
Kevin Smith,2292,3124130.0
John Landis,306,69208989.0
John Pasquin,11395,167833357.0
Edward Zwick,4476,130638883.0
Mike Newell,712,248700832.0
Joel Schumacher,10731,72615211.0
Alex Proyas,9495,79000000.0
Brian Levant,888,295631208.0
David Carson,193,82000000.0
Tom Shadyac,3049,92217396.0
Barry Levinson,8984,159015089.0
Ivan Reitman,6280,-23000000.0
Wes Craven,11596,4090181.0
Russell Mulcahy,8850,23063435.0
Peter Jackson,1024,-1950865.0
Richard Rich,22586,-25228342.0
Joe Johnston,15139,-13329312.0
Maurice Hunt,15139,-13329312.0
Pixote Hunt,15139,-13329312.0
Christopher Cain,11231,3826984.0
Richard Rush,2124,-20273950.0
Tim Burton,522,-12112543.0
Peter Hyams,8831,74646581.0
Lawrence Kasdan,12160,-37948000.0
Deran Sarafian,9057,-33521100.0
P.J. Hogan,236,12119639.0
Steven E. de Souza,11667,64423521.0
Luis Llosa,2636,125362582.0
Don Bluth,28032,-16626499.0
Gary Goldman,28032,-16626499.0
Andrew Morahan,8011,10800000.0
Steven Seagal,9624,-1000000.0
Kenneth Branagh,3036,67006296.0
Penny Marshall,11858,-15667676.0
Keenen Ivory Wayans,26352,19392418.0
Robert Altman,3586,-3699347.0
Adam Rifkin,10694,-17990671.0
Ben Stiller,2788,8579850.0
Don Bluth,35614,-22928632.0
Gary Goldman,35614,-22928632.0
Steve James,14275,7130611.0
James Yukich,2436,-1158691.0
Ted Demme,10872,439193.0
Paul Michael Glaser,46094,3931500.0
Jeremy Leven,1909,-2800000.0
Rodman Flender,18009,260622.0
Patrick Read Johnson,11212,-33328495.0
Kim Henkel,16780,-414102.0
Ernest R. Dickerson,17585,290013.0
Mark Rydell,46717,-23644107.0
John Waters,11592,-5179312.0
Kevin Reynolds,10448,-19694930.0
Hart Bochner,14425,-4649226.0
Joss Whedon,24428,1299557910.0
BjÃ¶rn Stein,52520,62400000.0
MÃ¥ns MÃ¥rlind,52520,62400000.0
Christopher Nolan,49026,831041287.0
Quentin Tarantino,68718,325368238.0
Sam Mendes,37724,908561013.0
Tony Gilroy,49040,146572938.0
Peter Jackson,49051,767003568.0
Ridley Scott,70981,273170142.0
David O. Russell,82693,184738714.0
Marc Webb,1930,537215857.0
Brenda Chapman,62177,353983207.0
Mark Andrews,62177,353983207.0
Steve Purcell,62177,353983207.0
Rupert Sanders,58595,226600000.0
Christopher Miller,64688,159585328.0
Phil Lord,64688,159585328.0
Ang Lee,87827,489016565.0
Mike Thurmeier,57800,782244782.0
Steve Martino,57800,782244782.0
Seth MacFarlane,72105,499368315.0
Christopher McQuarrie,75780,158340595.0
Juan Antonio Bayona,80278,138274123.0
Rich Moore,82690,306222889.0
Jason Moore,114150,98350426.0
Barry Sonnenfeld,41154,399026776.0
Gary Ross,70160,616210692.0
Len Wiseman,64635,73802074.0
Lana Wachowski,83542,28482868.0
Lilly Wachowski,83542,28482868.0
Tom Tykwer,83542,28482868.0
Simon West,76163,212573423.0
Olivier Megaton,82675,331141306.0
Tim Burton,62213,95527149.0
Stephen Chbosky,84892,20400000.0
Ben Affleck,68734,187824128.0
Hayden Schlossberg,71552,184989584.0
Jon Hurwitz,71552,184989584.0
Steven Soderbergh,77930,160221571.0
Drew Goddard,22970,36486080.0
Peter Ramsey,81188,161941670.0
Michael Sucsy,72570,166114570.0
Brad Peyton,72545,276692760.0
Lee Daniels,82390,-11146132.0
Boaz Yakin,72387,10346186.0
Timur Bekmambetov,72331,43265139.0
Juan Diego Solanas,58244,-51893525.0
Chris Renaud,73723,278840316.0
Kyle Balda,73723,278840316.0
Wes Anderson,83666,52263166.0
Pete Travis,49049,-8962258.0
Peter Berg,44833,94025485.0
Tom Hooper,82695,380809770.0
Tarsem Singh,62764,98018522.0
Andrew Stanton,49529,24139100.0
Rian Johnson,59967,17042000.0
Bill Condon,50620,709000000.0
Kathryn Bigelow,97630,92820716.0
Steven Soderbergh,70435,10372606.0
Jonathan Liebesman,57165,151000000.0
Scott Speer,85446,107470746.0
Josh Trank,76726,130000000.0
Mike McCoy,75674,69272766.0
Scott Waugh,75674,69272766.0
Genndy Tartakovsky,76492,273375603.0
Scott Derrickson,82507,74712439.0
David Ayer,77016,41126384.0
Steven Spielberg,72976,210293450.0
Kirk Jones,76494,39700000.0
Larry Charles,76493,114379533.0
Timo Vuorensola,10679,635031.0
Scott Hicks,77877,74357138.0
Nima Nourizadeh,57214,88000000.0
Baltasar KormÃ¡kur,77866,38100000.0
Conrad Vernon,80321,601921274.0
Eric Darnell,80321,601921274.0
Tom McGrath,80321,601921274.0
John Hillcoat,82633,27676580.0
James McTeigue,70436,3657751.0
Adam Shankman,80585,-15581387.0
Simon West,127493,-32893443.0
Akiva Schaffer,80035,267862.0
Jeff Newitt,72197,58338361.0
Peter Lord,72197,58338361.0
Paul Thomas Anderson,68722,-3741940.0
Nicholas Stoller,72207,23909751.0
Judd Apatow,89492,53058786.0
James Mather,81796,12204030.0
Stephen St. Leger,81796,12204030.0
David Wain,50647,-10840066.0
James Watkins,65086,110730736.0
Tim Burton,62214,42491068.0
Sean Anders,87428,-11941633.0
Daniel Espinosa,59961,123076205.0
Oliver Stone,82525,2000000.0
Nick Love,116613,2563661.0
Robert Zemeckis,87502,130772375.0
Asger Leth,49527,4221189.0
Martin McDonagh,86838,4422261.0
Ken Kwapis,78698,-15280785.0
Declan Donnellan,86467,-696739.0
Nick Ormerod,86467,-696739.0
Franck Khalfoun,103620,-5968919.0
Henry Alex Rubin,127517,-6571952.0
Alex Kurtzman,98548,-3565222.0
John Gulager,71668,3493728.0
Ole Bornedal,77883,71446075.0
Michael J. Bassett,61012,32302796.0
Andrew Dominik,64689,22930465.0
Mabrouk El Mechri,77948,-3136417.0
Nicholas Jarecki,60599,23485056.0
Ariel Vromen,68812,-18030807.0
Dan Bradley,60747,-20193217.0
Rodrigo CortÃ©s,75638,-448826.0
Bobby Farrelly,76489,24819301.0
Peter Farrelly,76489,24819301.0
David Frankel,82696,84281051.0
RZA,97430,608545.0
Brian Robbins,72358,-17955723.0
Woody Allen,81836,56244881.0
Stephen Elliott,94901,-2496997.0
Rob Cohen,94348,-14646768.0
Julie Anne Robinson,54054,-3106279.0
Dustin Hoffman,121826,48520298.0
Stephen Frears,84305,-24773313.0
Chris Butler,77174,47139399.0
Sam Fell,77174,47139399.0
Gus Van Sant,133694,-6861212.0
David Bowers,82650,55112176.0
Dean Wright,96399,-2377154.0
Anthony Hemingway,72431,-7634623.0
Josh Schwartz,82679,-2582638.0
Rob Zombie,104755,-334118.0
David Koepp,49526,-3916401.0
Leslye Headland,84174,8947954.0
Anne Fletcher,82687,1863726.0
Ben Lewin,113947,8138338.0
Lorene Scafaria,88005,-363711.0
Brian Klugman,83686,7231461.0
Lee Sternthal,83686,7231461.0
Ariel Schulman,82990,137817992.0
Henry Joost,82990,137817992.0
Sergio Castellitto,121642,-12981705.0
Walter Salles,83770,-16215682.0
John Hyams,122857,-10097693.0
Dario Argento,135812,-5591861.0
Jamie Travis,84200,393961.0
Andy Fickman,88042,94772232.0
William Brent Bell,76487,100758490.0
John Stockwell,59963,-24567726.0
Tim Story,67660,84070507.0
David Palmer,109513,12400000.0
Dax Shepard,109513,12400000.0
Stefan Ruzowitzky,97614,-11933649.0
David Brooks,89691,-2996990.0
Benh Zeitlin,84175,19307746.0
David Barrett,139567,-15363831.0
Colin Trevorrow,84332,3257792.0
David Weaver,98339,-11997479.0
Todd Lincoln ,79694,-7372508.0
Julie Delpy,84165,-6346208.0
Jake Schreier,84329,825038.0
David Cronenberg,49014,-14436444.0
Ted Koland,138222,-1498062.0
Todd Graff,63574,5.0
James Marsh,84336,-5880047.0
James Ponsoldt,84341,-123403.0
Paul W.S. Anderson,71679,175159255.0
Jan Ole Gerster,130739,2450275.0
S.S. Rajamouli,148265,13460000.0
Salim Akil,88036,10637469.0
Gauri Shinde,118628,8780000.0
David Chase,128270,-19389208.0
Daniel Krige,133463,500000.0
Conor McMahon,115210,-5000.0
Lawrence Kasanoff,116977,-64926294.0
Dinesh D'Souza,126509,30900000.0
John Sullivan,126509,30900000.0
Dan Cutforth,101267,20726956.0
Jane Lipsitz,101267,20726956.0
Peter Jackson,122,1024888979.0
Len Wiseman,277,73708457.0
Gore Verbinski,22,515011224.0
Quentin Tarantino,24,150949000.0
Lana Wachowski,605,274988211.0
Lilly Wachowski,605,274988211.0
Lana Wachowski,604,588599701.0
Lilly Wachowski,604,588599701.0
Andrew Stanton,12,770625978.0
Lee Unkrich,12,770625978.0
Tom Shadyac,310,404572835.0
Richard Curtis,508,204931766.0
Jon Favreau,10719,141398518.0
Jonathan Mostow,296,235000000.0
Bernardo Bertolucci,1278,121165.0
Tim Burton,587,52919055.0
Mark Steven Johnson,9480,101179718.0
Jesse Dylan,8273,176449203.0
Stephen Norrington,8698,101265204.0
F. Gary Gray,9654,116070171.0
Steve Trenbirth,14873,115680000.0
Sofia Coppola,153,115723856.0
Terry Zwigoff,10147,53488889.0
Peter Howitt,9486,120583018.0
Aaron Blaise,10009,-99999750.0
Robert Walker,10009,-99999750.0
P.J. Hogan,10601,21975011.0
David Zucker,4256,172673217.0
Bille Woodruff,10028,44646763.0
F. Gary Gray,8409,8350926.0
Richard Linklater,1584,96282949.0
Edward Zwick,616,316758981.0
Michael Bay,8961,143339556.0
Jan de Bont,1996,61505388.0
Rob Schmidt,9902,16050575.0
James Mangold,2832,60259536.0
Peter Weir,8619,62011111.0
Clint Eastwood,322,131822020.0
Peter Segal,9506,120745823.0
Jon Amiel,9341,14208267.0
Ang Lee,1927,108360480.0
Robert Rodriguez,1428,69185582.0
Todd Phillips,11635,63055349.0
Donald Petrie,9919,127371441.0
David Dobkin,6038,38323487.0
Clark Johnson,9257,36643346.0
Antoine Fuqua,9567,15632458.0
Charles Herman-Wurmfeld,10327,79914842.0
Mark Waters,10330,84230332.0
Patrick Gilmore,14411,-33711680.0
Tim Johnson,14411,-33711680.0
Richard Donner,9562,-60519261.0
John Woo,9620,36269812.0
McG,9471,139175788.0
Nancy Meyers,6964,186728738.0
Rob Minkoff,10756,92290266.0
Danny DeVito,7288,-20677865.0
Mathieu Kassovitz,4970,101591324.0
Alejandro GonzÃ¡lez IÃ±Ã¡rritu,470,40427839.0
David R. Ellis,9358,64426405.0
Marcus Nispel,9373,97571655.0
Shawn Levy,11007,150212113.0
Anthony Minghella,2289,94013509.0
Catherine Hardwicke,11023,2601043.0
Ronny Yu,6466,84908830.0
Andrzej Bartkowiak,10623,31489558.0
Joe Dante,10715,-11485156.0
John McTiernan,10782,-7207439.0
Peter Berg,10159,-4083508.0
John Singleton,584,160350661.0
Kevin Costner,2055,46296293.0
Shawn Levy,12090,83564935.0
Steve Carr,10708,104433867.0
Gary Ross,4464,61336445.0
Carl Franklin,2116,5495563.0
Victor Salva,11351,46102666.0
Jim Fall,18736,38534455.0
Lawrence Kasdan,6171,7715436.0
Robert Rodriguez,12279,159011982.0
Peyton Reed,10720,-14701793.0
Brian Helgeland,9616,-23439194.0
Joel Coen,11775,59940815.0
William Friedkin,10632,-20765992.0
Vadim Perelman,11093,442795.0
Eli Roth,11547,29053394.0
Gary Fleder,11329,20154140.0
Patty Jenkins,504,52378584.0
Jane Campion,10944,-11999977.0
Adam Shankman,10678,112675402.0
Martin Brest,8046,-46733791.0
Ronald F. Maxwell,16072,-43076064.0
Billy Ray,13537,-5999998.0
Troy Miller,10152,20267515.0
Boaz Yakin,14926,17095657.0
Fenton Bailey,1415,-4257102.0
Randy Barbato,1415,-4257102.0
Alan Parker,11615,-11044402.0
Gus Van Sant,1807,7012022.0
Uwe Boll,11059,6818181.0
Niki Caro,1088,33400000.0
Rob Zombie,2662,9829545.0
Chris Koch,9582,-2567837.0
Mike Tollin,13920,20277485.0
David Mackenzie,237,-3900000.0
Ron Shelton,11375,-23857341.0
FranÃ§ois Ozon,302,14641323.0
Christopher Guest,13370,12750246.0
C. Jay Cox,15708,-30061.0
Tom McCarthy,2056,8179814.0
Jonathan Lynn,22309,15238577.0
John Crowley,16941,-143702.0
Nigel Cole,8696,86542059.0
William Phillips,14527,-7795291.0
Ã‰mile Gaudreault,321,-1330097.0
Harald Zwart,10923,30795814.0
Reggie Rock Bythewood,12253,-489399.0
James Cameron,24982,4040871.0
Bobby Farrelly,1792,-21171682.0
Peter Farrelly,1792,-21171682.0
Shinichiro Watanabe,24914,-5.0
Robert Altman,52036,-12718415.0
Joel Schumacher,10629,-15430082.0
Bryan Singer,36658,104948780.0
James Cox,4997,-2533556.0
Rob Reiner,17813,-14631103.0
Robert Iscove,31246,-7077834.0
Laurent Baffie,16930,0.0
Christine Jeffs,28200,3000000.0
James Cameron,597,1645034188.0
John Musker,11970,167712101.0
Ron Clements,11970,167712101.0
Barry Sonnenfeld,607,499390539.0
Andrew Niccol,782,-23467223.0
Luc Besson,18,173920180.0
Joel Schumacher,415,113207122.0
Roger Spottiswoode,714,223011068.0
Gus Van Sant,489,215933435.0
Quentin Tarantino,184,27673162.0
Jean-Pierre Jeunet,8078,92000000.0
David Fincher,2649,59423648.0
Paul W.S. Anderson,8413,-33326758.0
Don Bluth,9444,86804348.0
Gary Goldman,9444,86804348.0
Raja Gosnell,9714,47082515.0
Jay Roach,816,51183989.0
Paul Verhoeven,563,16214377.0
Peter Cattaneo,9427,254350122.0
Simon West,1701,149012234.0
John Woo,754,165676146.0
Mike Newell,9366,6954997.0
Jim Gillespie,3597,108586134.0
Taylor Hackford,1813,95944660.0
Luis Llosa,9360,91885767.0
Kevin Smith,2255,11771272.0
Roger Donaldson,9619,62127760.0
Jan de Bont,1639,4508066.0
Curtis Hanson,2118,91216940.0
Wes Craven,4233,148363301.0
Tom Shadyac,1624,136000000.0
Robert Zemeckis,686,81120329.0
Adrian Lyne,9769,-60939944.0
Francis Ford Coppola,11975,5916769.0
Michael Caton-Jones,4824,99330280.0
Les Mayfield,9574,97977226.0
Phillip Noyce,10003,50063304.0
Richard Donner,8834,61982834.0
Wolfgang Petersen,9772,230156409.0
Barry Levinson,586,49256513.0
James L. Brooks,2898,264178011.0
Jonathan Mostow,2163,14159144.0
Jean-Jacques Annaud,978,61457682.0
P.J. Hogan,8874,261288605.0
Paul Thomas Anderson,4995,28101594.0
David Lynch,638,-11324799.0
Costa-Gavras,9770,-39458477.0
Mel Smith,1281,233212670.0
Alan J. Pakula,4477,50807547.0
Gary Fleder,9437,33527873.0
Clint Eastwood,66,68310.0
Stephen Kessler,11419,11400360.0
Oliver Stone,10155,-12317902.0
Guillermo del Toro,4961,-4519510.0
Kevin Reynolds,6072,-14283920.0
Mark A.Z. DippÃ©,10336,47840042.0
Vincenzo Natali,431,251818.0
Martin Scorsese,9746,-22315211.0
Kevin Costner,9922,-62373766.0
Ridley Scott,4421,-1830844.0
Peter Hyams,11015,-26043392.0
FÃ©lix EnrÃ­quez AlcalÃ¡,14289,-44000000.0
Gore Verbinski,6283,84417389.0
Atom Egoyan,10217,-1736415.0
James Mangold,2142,29862187.0
Gregory Nava,16052,40000000.0
Bob Spiers,6116,75000000.0
Ang Lee,68924,-9961939.0
Charles Martin Smith,20737,20144499.0
Mark Dindal,24662,-28433363.0
John R. Leonetti,9823,21376861.0
Thomas Carter,8860,-23012437.0
Robert Kurtzman,10351,10738769.0
Bryan Spicer,10371,-3388775.0
David Winning,6499,7979739.0
Shuki Levy,6499,7979739.0
Jon Amiel,9414,-6198245.0
Robert Butler,34314,-43533912.0
Kenneth Johnson,8854,-14313571.0
Betty Thomas,9403,13230799.0
Andy Wilson,12628,-8000000.0
Glenn Gordon Caron,9413,25332015.0
Bernard Rose,50512,-34208170.0
David Hogan,34309,-13161782.0
Clint Eastwood,8197,-9894745.0
Anthony Waller,9406,4570463.0
Steven Spielberg,11831,38000000.0
Paul Schrader,31662,330054.0
John Singleton,25624,-16869651.0
Steven Spielberg,330,156074524.0
Jeb Stuart,10871,-30517805.0
Thomas Gilou,39385,25456000.0
Rob Sitch,13852,75114.0
Chris Buck,109445,1124219009.0
Jennifer Lee,109445,1124219009.0
Alfonso CuarÃ³n,49047,611392705.0
Alan Taylor,76338,309765000.0
Shane Black,68721,1015439994.0
Louis Leterrier,75656,42698894.0
Francis Lawrence,101299,717423452.0
Martin Scorsese,106646,292000694.0
Guillermo del Toro,68726,227602906.0
Joseph Kosinski,75612,166168572.0
Peter Jackson,57158,708400000.0
Zack Snyder,49521,437845518.0
Spike Jonze,152601,24351251.0
Chris Renaud,93456,894761885.0
Pierre Coffin,93456,894761885.0
J.J. Abrams,54138,277365246.0
Steve McQueen,76203,167000000.0
David Twohy,87421,60337295.0
James Wan,138843,305000141.0
Baz Luhrmann,64682,246040419.0
Neill Blomkamp,68724,171140700.0
John Moore,47964,212654182.0
James DeMonaco,158015,86328627.0
Dan Scanlon,62211,543559607.0
Marc Forster,72190,331865000.0
Ben Stiller,116745,98133322.0
Gavin Hood,80274,15537191.0
Rawson Marshall Thurber,138832,232994119.0
Baltasar KormÃ¡kur,136400,70940411.0
Ron Howard,96721,52247624.0
Jon M. Chu,72559,241876278.0
Ethan Coen,86829,21935319.0
Joel Coen,86829,21935319.0
Antoine Fuqua,117263,91025640.0
Thor Freudenthal,76285,84578751.0
Denis Villeneuve,146233,76126687.0
David O. Russell,168672,211171807.0
Jonathan Levine,82654,81980662.0
Tommy Wirkola,60304,174803475.0
Carl Rinsch,64686,-24037525.0
Harald Zwart,123553,30565421.0
Chris Wedge,116711,168426634.0
Peter Berg,193756,109295601.0
Jean-Marc VallÃ©e,152532,50198285.0
Robert Schwentke,49524,-68351500.0
Klay Hall,151960,169788712.0
Harmony Korine,122081,26724284.0
Brad Anderson,158011,55572378.0
Fede Alvarez,109428,80542952.0
Jon Turteltaub,137093,106402450.0
Luc Besson,112205,6894225.0
Derek Cianfrance,97367,20485608.0
Dennis Dugan,109418,166984278.0
Todd Phillips,109439,259000072.0
Chris Sanders,49519,450178928.0
Kirk De Micco,49519,450178928.0
Gary Fleder,204082,21058898.0
Mikael HÃ¥fstrÃ¶m,107846,72915111.0
Kimberly Peirce,133805,52394288.0
Paul Greengrass,109424,40000000.0
Ridley Scott,109091,46009334.0
Roland Emmerich,117251,55366737.0
John Carney,198277,55464861.0
Justin Zackham,87567,-13180652.0
Daniel Schechter,209189,-10543325.0
Bryan Singer,81005,2687603.0
Brad Furman,146238,32616646.0
Walter Hill,70074,-45510171.0
Michael Dowse,212716,-3153000.0
Ken Scott,146239,25164106.0
Evan Goldberg,109414,94041322.0
Seth Rogen,109414,94041322.0
Jeff Tremaine,208134,136831537.0
Taylor Hackford,119283,11216641.0
M. Night Shyamalan,82700,113843127.0
Paul Feig,136795,115674180.0
John Lee Hancock,140823,77544580.0
Jeff Wadlow,59859,1000000.0
Mike Flanagan,157547,39030246.0
Gore Verbinski,57201,-165710090.0
Ruben Fleischer,82682,45200903.0
Seth Gordon,109431,138965010.0
Chan-wook Park,86825,77441.0
J.C. Chandor,152747,-2891280.0
John Luessenhop,76617,27241945.0
James Ponsoldt,157386,4354611.0
Danny Boyle,68727,4261569.0
Adam McKay,109443,123649015.0
Sam Raimi,68728,291868548.0
David Soren,77950,147570682.0
Steven Knight,136418,-11647115.0
Michael Bay,134374,61175291.0
Andrew Niccol,72710,19327201.0
Spike Lee,87516,-25138978.0
Jason Reitman,130150,2275812.0
Andy Muschietti,132232,131497771.0
Philipp StÃ¶lzl,169881,25284237.0
Paul Weitz,144340,5000000.0
Lee Daniels,132363,90922175.0
Brett Ratner,87818,26438988.0
Elizabeth Banks,87818,26438988.0
Griffin Dunne,87818,26438988.0
James Duffy,87818,26438988.0
James Gunn,87818,26438988.0
Jonathan van Tulleken,87818,26438988.0
Patrik Forsberg,87818,26438988.0
Peter Farrelly,87818,26438988.0
Rusty Cundieff,87818,26438988.0
Steve Carr,87818,26438988.0
Steven Brill,87818,26438988.0
Will Graham,87818,26438988.0
Jon Lucas,107811,35065672.0
Scott Moore,107811,35065672.0
Callan Brunker,68179,34597643.0
Peter Segal,64807,4907260.0
Amma Asante,205601,5605460.0
Robert Rodriguez,106747,3008161.0
Lasse HallstrÃ¶m,112949,69594140.0
Jason Bateman,209403,-1700000.0
Sofia Coppola,96936,4145732.0
Dito Montiel,169209,-7360655.0
Steven Soderbergh,119675,-7400000.0
Cody Cameron,109451,170384621.0
Kris Pearn,109451,170384621.0
Woody Allen,160588,79505481.0
Paul Haggis,192145,-26978602.0
Michael Tiddes,139038,57641683.0
Nicolas Winding Refn,77987,5537387.0
Steven Soderbergh,109421,33372757.0
Giuseppe Tornatore,152742,5755873.0
Don Scardino,124459,-2562119.0
Jeff Nichols,103731,11587700.0
Anne Fontaine,111190,-15681018.0
Jonathan Teplitzky,127560,4309223.0
Allen Hughes,98357,-36298836.0
Barry Cook,77951,46546518.0
Neil Nightingale,77951,46546518.0
RyÃ»hei Kitamura,123109,-2825082.0
Eran Creevy,93828,-8490253.0
Richard LaGravenese,109491,52138.0
Scott Walker,199373,-21723049.0
Raja Gosnell,77931,242434178.0
James Gray,152599,-10132314.0
Brian Helgeland,109410,55020213.0
Jeffrey Friedman,77805,-8414418.0
Rob Epstein,77805,-8414418.0
Jim Rash,147773,18598652.0
Nat Faxon,147773,18598652.0
Bill Condon,162903,-19444992.0
Jonathan Newman,227707,-24993601.0
Guillaume Canet,190955,-23084528.0
James Mangold,76170,295440673.0
Ric Roman Waugh,134411,7930462.0
Jimmy Hayward,175574,55000000.0
Alexander Payne,129670,5654912.0
Malcolm D. Lee,4258,58378744.0
Keanu Reeves,76544,-22945059.0
David E. Talbert,175528,13956509.0
John Wells,152737,49188937.0
Richard Linklater,132344,8176469.0
Christopher B. Landon,227348,81362372.0
Joshua Michael Stern,115782,23931410.0
Scott Stewart,145135,21674316.0
Lake Bell,157360,1963902.0
Robert Luketic,115348,-21214985.0
Philippe Caland,80920,-3810388.0
Scott Cooper,164457,-6600000.0
Maggie Carey,129139,2066225.0
Justin Lin,82992,628679850.0
Benson Lee,109417,-3450523.0
Shane Carruth,145197,344098.0
Anthony Silverston,172391,7187375.0
Arnaud Desplechin,160768,-9969717.0
Kasi Lemmons,175541,-10481811.0
Ti West,211067,-3990779.0
Logan Miller,158916,-6993853.0
Todd Robinson,152259,-8965411.0
Greg McLean,199534,1630444.0
NimrÃ³d Antal,193613,-10027033.0
Dan St. Pierre,59981,-51337973.0
Jerusha Hess,156711,-2740959.0
Zal Batmanglij,87499,-4098490.0
Malcolm D. Lee,146304,54625195.0
Jean-Pierre Jeunet,157841,-23505211.0
Paul Schrader,109729,-193175.0
Duane Adler,212769,107.0
Arie Posin,214086,-3649994.0
Peter Landesman,209262,-9346349.0
Ed Gass-Donnelly,146203,10179302.0
David Siegel,127373,-4933529.0
Scott McGehee,127373,-4933529.0
Justin Chadwick,192136,-7670000.0
Stephen Frears,205220,88129872.0
Benedikt Erlingsson,217708,1.0
Oliver Hirschbiegel,118289,6766271.0
Ron Krauss,232175,-6140090.0
Courtney Solomon,146227,-7498062.0
Erik Matti,190754,-586665.0
Anthony Leonardi III,209901,-1324619.0
David Boyd,176124,1661020.0
Shawn Levy,116741,-14000000.0
Fyodor Bondarchuk,203793,38129518.0
Robert Zemeckis,105,362109762.0
John Hughes,2108,50525171.0
Richard Donner,526,-1568000.0
George Miller,9355,23924696.0
George Ogilvie,9355,23924696.0
John Glen,707,122427960.0
Ridley Scott,11976,-9497888.0
Richard Donner,9340,42389680.0
Jack Sholder,10014,26999213.0
George P. Cosmatos,1369,256400432.0
Sydney Pollack,606,97499205.0
Sylvester Stallone,1374,269473716.0
Richard Rich,10957,-3711308.0
Ted Berman,10957,-3711308.0
Steven Spielberg,873,131292009.0
Mark L. Lester,10999,47500000.0
J. Lee Thompson,9838,-12261773.0
Dan O'Bannon,10925,10237000.0
Peter Weir,9281,56706993.0
Tom Holland,11797,15922237.0
Richard Fleischer,9626,-10951367.0
George A. Romero,8408,30500000.0
Jonathan Lynn,15196,-356003.0
Danny Steinmann,9731,19730418.0
Jeannot Szwarc,13764,-26282709.0
Woody Allen,10849,-4368667.0
Lewis Teague,10303,71773200.0
Stuart Gordon,1694,1123414.0
James Komack,23919,11518905.0
Martin Scorsese,10843,6109321.0
Tim Burton,5683,34940662.0
Walter Hill,11064,25833132.0
Susan Seidelman,8130,22400000.0
Andrei Konchalovsky,11893,-1063988.0
Walter Murch,13155,-13862199.0
Paul Schrader,27064,-4497242.0
Howard Storm,19064,6800000.0
Michael Schultz,13938,15754284.0
Joe Dante,9872,-15126956.0
James Bridges,49370,-6081142.0
John Landis,11338,6699886.0
Stephen Frears,11240,1591545.0
Lance Hool,12764,8345447.0
Mike Newell,674,745921036.0
Christopher Nolan,272,224218673.0
Andrew Adamson,411,568806957.0
James McTeigue,752,78511035.0
Frank Miller,187,118733820.0
Quentin Tarantino,187,118733820.0
Robert Rodriguez,187,118733820.0
Tim Burton,118,324968763.0
George Lucas,1895,737000000.0
Garth Jennings,7453,54478416.0
Michael Bay,1635,36949164.0
Eric Darnell,953,457680671.0
Tom McGrath,953,457680671.0
Tim Story,9738,230579719.0
Francis Lawrence,561,130427240.0
David Dobkin,9522,245176741.0
Karyn Kusama,8202,-9695999.0
Adam Shankman,10022,57006880.0
Steven Spielberg,74,459739379.0
Rob Marshall,1904,77242962.0
Judd Apatow,6957,83449237.0
Mark Dindal,9982,164432665.0
Andy Tennant,8488,298100420.0
Louis Leterrier,9335,53167639.0
Kirk Jones,11283,97489822.0
Ridley Scott,1495,81643158.0
Robert Luketic,4379,111749918.0
Peter Jackson,254,343000000.0
F. Gary Gray,4551,42226116.0
John Stockwell,11968,-5565561.0
Joe Wright,4348,93147947.0
Ang Lee,142,164043761.0
Carlos Saldanha,9928,185696994.0
Chris Wedge,9928,185696994.0
Lee Tamahori,11679,-15926068.0
Ken Kwapis,9779,14053061.0
Doug Liman,787,368207520.0
Martin Campbell,1656,67400065.0
Andrew Niccol,1830,-17872105.0
Jon Favreau,6795,-678499.0
Rob Bowman,9947,13681566.0
Mike Johnson,3933,77195061.0
Tim Burton,3933,77195061.0
Nick Park,533,162452832.0
Steve Box,533,162452832.0
Rob Reiner,2800,18933562.0
John Maybury,9667,-7873775.0
Sam Mendes,25,24889998.0
Joss Whedon,16320,-130536.0
Darren Lynn Bousman,215,148925093.0
Mark Waters,9007,44854431.0
Angela Robinson,11451,16002004.0
Cameron Crowe,9621,-4965111.0
John Singleton,8292,47374674.0
Eli Roth,1690,75778934.0
Shane Black,5236,785148.0
Ron Howard,921,20539911.0
Woody Allen,116,70306374.0
Cory Edwards,10982,36053787.0
Todd Edwards,10982,36053787.0
Tony Leech,10982,36053787.0
John Polson,11096,97644820.0
Nora Ephron,9722,46426169.0
Andrzej Bartkowiak,8814,-4012679.0
Adam Shankman,9641,69181830.0
Bobby Farrelly,11431,20451307.0
Peter Farrelly,11431,20451307.0
Gary David Goldberg,11648,28405313.0
John Madden,9777,-12464669.0
Sydney Pollack,179,82944923.0
Terry Gilliam,4442,17316267.0
Lasse HallstrÃ¶m,1947,-11381716.0
Florent-Emilio Siri,2026,25944725.0
Jay Chandrasekhar,6519,60803676.0
Steven Spielberg,612,60358911.0
Scott Derrickson,8643,125216468.0
Jason Reitman,9388,18293509.0
Mike Bigelow,11453,400154.0
Stephen Gaghan,231,44000000.0
Mikael HÃ¥fstrÃ¶m,8999,35479076.0
Roman Polanski,257,-7906294.0
Iain Softley,9913,48974818.0
Tony Giglio,5289,-11989711.0
Frederik Du Chau,6439,63772522.0
George Clooney,3291,47600000.0
Thomas Carter,7214,46669806.0
David Cronenberg,59,28740827.0
Andrew Douglas,10065,89047131.0
Dean Parisot,7552,102026112.0
Louis Leterrier,10027,5871113.0
Steve Carr,7233,-28190986.0
